timestamp,image_path,left_stick,right_stick
20240628_130848189089,training_data/20240628_130848189089.jpg,0.6377952755905512,-0.007874015748031496
20240628_130849092283,training_data/20240628_130849092283.jpg,0.5433070866141733,0.05511811023622047
20240628_130849904158,training_data/20240628_130849904158.jpg,0.5590551181102362,0.44881889763779526
20240628_130850571486,training_data/20240628_130850571486.jpg,0.6062992125984252,0.07086614173228346
20240628_130851213925,training_data/20240628_130851213925.jpg,0.6062992125984252,0.07086614173228346
20240628_130851860750,training_data/20240628_130851860750.jpg,0.6220472440944882,0.023622047244094488
20240628_130852521497,training_data/20240628_130852521497.jpg,0.6929133858267716,-0.6692913385826772
20240628_130853183155,training_data/20240628_130853183155.jpg,0.7086614173228346,-0.7874015748031497
20240628_130853842854,training_data/20240628_130853842854.jpg,0.7086614173228346,-0.25984251968503935
20240628_130854502569,training_data/20240628_130854502569.jpg,0.7086614173228346,-0.05511811023622047
20240628_130855163284,training_data/20240628_130855163284.jpg,0.6771653543307087,0.07874015748031496
20240628_130855825794,training_data/20240628_130855825794.jpg,0.6692913385826772,0.3228346456692913
20240628_130856487856,training_data/20240628_130856487856.jpg,0.6692913385826772,0.44881889763779526
20240628_130857150206,training_data/20240628_130857150206.jpg,0.6692913385826772,0.23622047244094488
20240628_130857808731,training_data/20240628_130857808731.jpg,0.6692913385826772,-0.4566929133858268
20240628_130858468111,training_data/20240628_130858468111.jpg,0.6692913385826772,-0.5669291338582677
20240628_130859127182,training_data/20240628_130859127182.jpg,0.6692913385826772,-0.6692913385826772
20240628_130859787309,training_data/20240628_130859787309.jpg,0.6692913385826772,-0.6377952755905512
20240628_130900447300,training_data/20240628_130900447300.jpg,0.6692913385826772,0.015748031496062992
20240628_130901111461,training_data/20240628_130901111461.jpg,0.6692913385826772,-0.015748031496062992
20240628_130901771993,training_data/20240628_130901771993.jpg,0.6692913385826772,-0.28346456692913385
20240628_130902430355,training_data/20240628_130902430355.jpg,0.6692913385826772,-0.7480314960629921
20240628_130903090258,training_data/20240628_130903090258.jpg,0.6692913385826772,-0.8346456692913385
20240628_130903751546,training_data/20240628_130903751546.jpg,0.6692913385826772,-0.07086614173228346
20240628_130904422856,training_data/20240628_130904422856.jpg,0.6614173228346457,-0.03937007874015748
20240628_130905074536,training_data/20240628_130905074536.jpg,0.6535433070866141,-0.03937007874015748
20240628_130905733433,training_data/20240628_130905733433.jpg,0.6377952755905512,-0.03937007874015748
20240628_130906397258,training_data/20240628_130906397258.jpg,0.6614173228346457,-0.023622047244094488
20240628_130907055630,training_data/20240628_130907055630.jpg,0.6614173228346457,-0.07086614173228346
20240628_130907714849,training_data/20240628_130907714849.jpg,0.6614173228346457,-0.5275590551181102
20240628_130908375266,training_data/20240628_130908375266.jpg,0.6614173228346457,-0.6929133858267716
20240628_130909036487,training_data/20240628_130909036487.jpg,0.6692913385826772,-0.7795275590551181
20240628_130909698084,training_data/20240628_130909698084.jpg,0.7559055118110236,-0.7480314960629921
20240628_130910358817,training_data/20240628_130910358817.jpg,0.7480314960629921,-0.3700787401574803
20240628_130911019627,training_data/20240628_130911019627.jpg,0.7480314960629921,-0.3543307086614173
20240628_130911679696,training_data/20240628_130911679696.jpg,0.7480314960629921,-0.7716535433070866
20240628_130912338656,training_data/20240628_130912338656.jpg,0.7559055118110236,-0.5590551181102362
20240628_130913000653,training_data/20240628_130913000653.jpg,0.7480314960629921,-0.3858267716535433
20240628_130913657799,training_data/20240628_130913657799.jpg,0.7480314960629921,0.0
20240628_130914317570,training_data/20240628_130914317570.jpg,0.7401574803149606,0.14960629921259844
20240628_130914937223,training_data/20240628_130914937223.jpg,0.7480314960629921,-0.4409448818897638
20240628_130915597182,training_data/20240628_130915597182.jpg,0.7480314960629921,-0.023622047244094488
20240628_130916259045,training_data/20240628_130916259045.jpg,0.7401574803149606,-0.6141732283464567
20240628_130916919612,training_data/20240628_130916919612.jpg,0.7559055118110236,-0.8976377952755905
20240628_130917575417,training_data/20240628_130917575417.jpg,0.84251968503937,-1.0
20240628_130918237648,training_data/20240628_130918237648.jpg,0.8188976377952756,0.015748031496062992
20240628_130918898849,training_data/20240628_130918898849.jpg,0.8031496062992126,-0.007874015748031496
20240628_130919559145,training_data/20240628_130919559145.jpg,0.8267716535433071,-0.6614173228346457
20240628_130920220101,training_data/20240628_130920220101.jpg,0.8267716535433071,-0.84251968503937
20240628_130920878974,training_data/20240628_130920878974.jpg,0.8267716535433071,-0.6614173228346457
20240628_130921538919,training_data/20240628_130921538919.jpg,0.8267716535433071,-0.4015748031496063
20240628_130922207671,training_data/20240628_130922207671.jpg,0.8188976377952756,0.07874015748031496
20240628_130922861087,training_data/20240628_130922861087.jpg,0.8110236220472441,0.23622047244094488
20240628_130923521491,training_data/20240628_130923521491.jpg,0.8110236220472441,0.007874015748031496
20240628_130924182439,training_data/20240628_130924182439.jpg,0.7559055118110236,-0.5826771653543307
20240628_130924842114,training_data/20240628_130924842114.jpg,0.7637795275590551,-0.9448818897637795
20240628_130925508304,training_data/20240628_130925508304.jpg,0.8346456692913385,-0.6456692913385826
20240628_130926168427,training_data/20240628_130926168427.jpg,0.8818897637795275,0.3700787401574803
20240628_130926828973,training_data/20240628_130926828973.jpg,0.7480314960629921,-0.06299212598425197
20240628_130927490798,training_data/20240628_130927490798.jpg,0.7559055118110236,-0.7559055118110236
20240628_130928152131,training_data/20240628_130928152131.jpg,0.8188976377952756,-0.8110236220472441
20240628_130928811508,training_data/20240628_130928811508.jpg,0.8031496062992126,-0.84251968503937
20240628_130929471988,training_data/20240628_130929471988.jpg,0.8031496062992126,-0.015748031496062992
20240628_130930139506,training_data/20240628_130930139506.jpg,0.7874015748031497,0.015748031496062992
20240628_130930789711,training_data/20240628_130930789711.jpg,0.7874015748031497,-0.007874015748031496
20240628_130931450381,training_data/20240628_130931450381.jpg,0.7795275590551181,0.015748031496062992
20240628_130932109831,training_data/20240628_130932109831.jpg,0.7716535433070866,-0.49606299212598426
20240628_130932771207,training_data/20240628_130932771207.jpg,0.8031496062992126,-0.9133858267716536
20240628_130933432162,training_data/20240628_130933432162.jpg,0.9291338582677166,-1.0078740157480315
20240628_130934091372,training_data/20240628_130934091372.jpg,0.937007874015748,-0.8346456692913385
20240628_130934751801,training_data/20240628_130934751801.jpg,0.9212598425196851,-0.5669291338582677
20240628_130935412075,training_data/20240628_130935412075.jpg,0.905511811023622,-0.5669291338582677
20240628_130936072621,training_data/20240628_130936072621.jpg,0.905511811023622,-0.9763779527559056
20240628_130936733315,training_data/20240628_130936733315.jpg,0.8976377952755905,-0.5669291338582677
20240628_130937394507,training_data/20240628_130937394507.jpg,0.8188976377952756,-0.11023622047244094
20240628_130938056135,training_data/20240628_130938056135.jpg,0.8582677165354331,0.2283464566929134
20240628_130938717121,training_data/20240628_130938717121.jpg,0.8503937007874016,0.4409448818897638
20240628_130939379088,training_data/20240628_130939379088.jpg,0.8503937007874016,0.07086614173228346
20240628_130940040048,training_data/20240628_130940040048.jpg,0.8582677165354331,-0.8582677165354331
20240628_130940704150,training_data/20240628_130940704150.jpg,0.8582677165354331,-1.0078740157480315
20240628_130941363585,training_data/20240628_130941363585.jpg,0.8740157480314961,-0.8188976377952756
20240628_130942018529,training_data/20240628_130942018529.jpg,0.8661417322834646,0.07086614173228346
20240628_130942678935,training_data/20240628_130942678935.jpg,0.031496062992125984,0.023622047244094488
20240628_131032985139,training_data/20240628_131032985139.jpg,0.8346456692913385,0.015748031496062992
20240628_131033839704,training_data/20240628_131033839704.jpg,0.7480314960629921,-1.0078740157480315
20240628_131034543034,training_data/20240628_131034543034.jpg,0.7244094488188977,-0.4015748031496063
20240628_131035213231,training_data/20240628_131035213231.jpg,0.7244094488188977,-0.2755905511811024
20240628_131035876276,training_data/20240628_131035876276.jpg,0.7244094488188977,-0.36220472440944884
20240628_131036497742,training_data/20240628_131036497742.jpg,0.7244094488188977,0.15748031496062992
20240628_131037143265,training_data/20240628_131037143265.jpg,0.7244094488188977,0.07086614173228346
20240628_131037804785,training_data/20240628_131037804785.jpg,0.7322834645669292,0.07086614173228346
20240628_131038464267,training_data/20240628_131038464267.jpg,0.7322834645669292,-0.12598425196850394
20240628_131039124461,training_data/20240628_131039124461.jpg,0.7244094488188977,-0.7559055118110236
